AX,AY,AZ,GX,GY,GZ,Output
5.4677734,6.052353,19.305496,-0.8352356,1.7224121,0.10597229,2
4.0049133,2.7699127,20.639069,-0.31219482,0.14476013,-0.44476318,2
2.9538574,1.3166199,20.10994,0.23428345,-0.47096252,-0.6226654,2
2.106308,0.20092773,17.79715,0.73921204,-0.69148254,-0.68125916,2
1.7807007,-0.2132721,15.201828,1.0928802,-0.6233063,-0.6439667,2
1.3736877,-0.4335327,10.174011,1.2505493,-0.42196655,-0.58218384,2
1.0959473,-0.6178894,6.7191772,1.2601318,-0.19400024,-0.5246582,2
0.91877747,-0.8166046,4.69368,1.2089996,0.0062713623,-0.46820068,2
0.6865387,-1.1637726,2.591568,1.1631927,0.14155579,-0.3957672,2
0.40164185,-1.2499542,0.96351624,1.1610565,0.23742676,-0.3393097,2
0.22685242,-1.1278534,0.23327637,1.2175293,0.29815674,-0.2881775,2
-0.24240112,-0.79985046,-0.5855408,1.29422,0.32052612,-0.24769592,2
-0.6996918,-0.34495544,-1.9574127,1.4305725,0.38549805,-0.16247559,2
-0.8026428,-0.1558075,-3.097046,1.4976807,0.37272644,-0.10601807,2
-0.91038513,0.030944824,-4.0355835,1.5189972,0.33010864,-0.05595398,2
-0.6542053,0.2679596,-4.701172,1.483841,0.28111267,-0.015472412,2
-0.3262024,0.6031494,-5.22789,1.4188538,0.17564392,-0.006942749,2
-0.07002258,0.7515869,-5.7115173,1.3293762,0.009460449,-0.045288086,2
0.30586243,0.9048157,-6.4345703,1.184494,-0.15351868,-0.12731934,2
0.49021912,0.8569336,-6.6093445,0.9735718,-0.3079834,-0.23597717,2
0.51416016,0.78990173,-6.362747,0.6486664,-0.4336853,-0.37553406,2
0.3777008,0.5696411,-5.938965,0.43029785,-0.42196655,-0.44903564,2
0.16700745,-0.081588745,-5.673218,0.11071777,-0.30158997,-0.54597473,2
-0.16578674,-0.91716003,-4.962143,-0.22271729,-0.10984802,-0.6365204,2
-0.9798126,-1.7479553,-3.6213837,-0.4975586,0.0723114,-0.65249634,2
-1.3940125,-2.2220001,-2.0914917,-0.6498871,0.19589233,-0.5917816,2
-1.6573792,-2.4302979,-0.88960266,-0.68504333,0.28004456,-0.49163818,2
-1.8800354,-2.5595856,-0.33415222,-0.64030457,0.3705902,-0.32440186,2
-1.7315979,-2.4877625,0.06568909,-0.6051483,0.3940277,-0.21147156,2
-1.2000885,-2.047226,0.36975098,-0.56040955,0.41853333,-0.0655365,2
-0.4267578,-1.422348,0.45355225,-0.5486908,0.46220398,0.046310425,2
0.80625916,-0.6178894,0.36975098,-0.6371002,0.5463562,0.07081604,2
1.7160492,0.107559204,0.63072205,-0.77238464,0.62838745,-0.012268066,2
1.7711182,0.67259216,1.5931854,-0.90875244,0.7221222,-0.1443634,2
1.2563629,1.0460815,2.780716,-1.0078125,0.8105469,-0.25408936,2
0.49980164,0.89764404,4.2172394,-1.0695953,0.9223938,-0.2892456,2
-0.06523132,0.46669006,5.8261414,-1.0834503,1.0150757,-0.24343872,2
-0.16099548,0.50019836,7.9665527,-1.0110168,1.1311951,-0.08364868,2
0.73921204,1.4171753,10.853958,-0.83418274,1.2622223,0.027145386,2
1.3186188,2.8728638,13.377441,-0.6605377,1.3921814,0.055908203,2
0.9858246,5.063553,15.141968,-0.46772766,1.5498352,-0.038909912,2
-0.6901245,6.885544,16.391754,-0.44854736,1.5434418,-0.16247559,2
-2.2032623,9.837585,16.940018,-0.5295105,1.4252014,-0.25621033,2
-2.8496857,11.827164,16.755661,-0.97265625,0.56126404,-0.49909973,2
-1.9710236,9.040314,19.607162,-1.5745392,-0.78842163,-0.6375885,2
-0.80503845,2.77948,30.033905,-2.0379333,-2.2638092,-0.6120148,2
-0.7523651,-1.1326447,40.01294,-1.7779999,-3.023346,-0.29989624,2
0.5093689,-3.0815277,52.35266,-0.78944397,-2.6717987,0.20077515,2
2.2427826,-1.2332001,53.698196,0.47076416,-1.5053406,0.5714874,2
4.0288544,2.2671204,47.43257,1.4135284,-0.26643372,0.7238312,2
5.577896,6.191223,35.25566,1.8236542,0.65182495,0.672699,2
6.7678223,9.183975,23.775467,1.5754547,1.1343842,0.37228394,2
6.707962,10.867096,16.892136,0.6997986,0.9916382,-0.10813904,2
4.0456085,10.393051,14.445267,-0.3345642,0.50587463,-0.5576935,2
2.0775757,7.5990143,17.071701,-1.0248566,0.009460449,-0.83039856,2
1.4526978,5.039612,19.487457,-1.300766,-0.40705872,-0.95822144,2
0.9666748,3.1003113,20.835388,-1.2453766,-0.69255066,-1.0093536,2
1.110321,1.7763062,19.61435,-1.0482941,-0.7362213,-1.0093536,2
0.9714508,0.96707153,16.698212,-0.9194031,-0.5455322,-1.0050964,2
0.794281,0.33979797,13.987976,-0.9066162,-0.27070618,-0.9667511,2
0.9570923,-0.38565063,11.610535,-0.93751526,0.061660767,-0.9156189,2
0.8589325,-1.0464478,9.738266,-0.95028687,0.38549805,-0.8730011,2
0.78471375,-1.348114,8.634537,-0.89064026,0.6347809,-0.8314667,2
0.6841583,-1.7814789,6.7886047,-0.71806335,0.73809814,-0.80589294,2
0.4471283,-2.0328674,5.4598236,-0.44747925,0.7082825,-0.78671265,2
-0.0077667236,-2.0687714,4.7032623,-7.6293945E-05,0.542099,-0.7302551,2
-0.27113342,-1.9754028,3.9466858,0.417511,0.38763428,-0.6556854,2
-0.3405609,-1.6521912,3.228424,0.73921204,0.2992096,-0.58750916,2
-0.53689575,-1.1422119,2.2970886,1.2718506,0.22465515,-0.5299835,2
-0.017349243,-0.38565063,1.1239166,1.5541382,0.20440674,-0.4927063,2
-0.68533325,-0.24679565,-0.31019592,1.8545532,0.18310547,-0.4927063,2
-0.8577118,-0.13665771,-1.9909363,2.0047455,0.08616638,-0.4426422,2
-0.30944824,0.109954834,-4.0451508,1.9685364,-0.03527832,-0.4192047,2
0.047286987,0.24401855,-4.923828,1.7831726,-0.14393616,-0.4458313,2
0.35853577,0.25360107,-5.4697113,1.5083466,-0.24726868,-0.5150757,2
0.42797852,0.15065002,-5.38591,1.1163177,-0.36869812,-0.63438416,2
0.3321991,-0.22523499,-4.9645233,0.8031311,-0.4528656,-0.7398529,2
-0.45069885,-0.6394348,-3.7937622,0.58369446,-0.42303467,-0.7994995,2
-0.2112732,-0.5987396,-4.385132,0.1906128,-0.44433594,-0.8708801,2
-0.16578674,-0.79985046,-3.8344727,-0.0320282,-0.47735596,-0.8921814,2
-0.4267578,-1.209259,-2.6253967,-0.33670044,-0.44754028,-0.93266296,2
-1.0684052,-1.9227295,-1.0188904,-0.4602661,-0.31118774,-0.91348267,2
-1.8082123,-2.2267914,0.053710938,-0.5614624,-0.07362366,-0.7675476,2
-2.3588715,-2.2722778,1.1598358,-0.5614624,0.094680786,-0.5683441,2
-2.289444,-2.06398,1.6578369,-0.49116516,0.28111267,-0.3393097,2
-1.8177948,-1.5659943,1.8302155,-0.3846283,0.45262146,-0.13264465,2
-1.5568237,-1.2978363,1.65065,-0.29515076,0.5452881,0.0068969727,2
-0.31422424,-0.4335327,0.8437958,-0.25360107,0.5942993,0.06762695,2
0.037719727,-0.115112305,0.70254517,-0.26426697,0.6156006,0.071884155,2
0.42797852,0.2631836,0.67141724,-0.30474854,0.5740509,0.038864136,2
0.73921204,0.8353882,0.74324036,-0.37078857,0.44195557,-0.035705566,2
0.6602173,1.0101624,1.2005463,-0.46665955,0.21931458,-0.13690186,2
-0.07002258,1.0197449,2.7902832,-0.53804016,-0.05871582,-0.21360779,2
-1.2790985,0.4618988,6.1110535,-0.5497589,-0.34739685,-0.16886902,2
-1.8800354,0.36134338,9.829239,-0.4751892,-0.45391846,0.034606934,2
-2.064392,0.97665405,15.005508,-0.28663635,-0.08427429,0.3147583,2
-2.3852081,3.8616638,18.003052,-0.1449585,0.5676575,0.5384674,2
-3.4817657,6.392334,18.501038,-0.27598572,1.2249298,0.62049866,2
-5.0188293,9.543106,17.44281,-0.7106018,1.4603577,0.644989,2
-3.5440063,10.479233,17.361404,-1.3817291,0.83503723,0.59706116,2
-0.6111145,8.247833,20.586395,-2.0400543,-0.6009369,0.34458923,2
1.7759094,3.0596008,31.25496,-2.1519165,-2.1231995,0.074020386,2
2.367279,-2.284256,45.416656,-1.4349823,-3.1746063,-0.011199951,2
4.431076,-3.680069,53.94719,-0.042678833,-3.407898,0.12194824,2
4.0504,-1.7599182,54.45717,1.660675,-2.7943115,0.3296814,2
4.5938873,1.0556641,48.758957,2.9176788,-1.6768494,0.5065155,2
5.553955,5.173691,34.21898,3.252182,-0.42303467,0.4873352,2
5.458191,8.092209,23.423523,2.7057037,0.3183899,0.3584442,2
4.000122,10.433746,14.3854065,1.8811798,0.59002686,0.24552917,2
2.743164,10.895828,10.794098,0.5336151,0.7050781,0.07295227,2
2.2786865,10.570221,10.913818,-0.6371002,0.6262512,-0.03677368,2
2.7599182,7.5247955,13.817978,-1.3433685,0.4206543,-0.20507812,2
2.6569672,5.391556,15.462799,-1.5830536,0.019058228,-0.44050598,2
2.3409424,3.6557617,16.686234,-1.396637,-0.55192566,-0.647171,2
1.6921082,1.2208557,17.301544,-0.9066162,-1.0270386,-0.77926636,2
1.3210144,-0.088775635,16.329498,-0.1577301,-1.2443542,-0.8516998,2
1.0648346,-0.68252563,14.155563,0.37916565,-1.1474152,-0.86128235,2
0.8876648,-0.69210815,11.019165,0.6753082,-0.9844208,-0.8591614,2
0.6266937,-0.8740692,7.95697,0.89367676,-0.7085266,-0.8453064,2
0.4543152,-1.185318,5.66333,0.93096924,-0.24087524,-0.7931061,2
0.054473877,-1.2068634,3.96344,0.8585205,0.28430176,-0.7153473,2
-0.1993103,-1.1158905,2.5341034,0.7615814,0.81799316,-0.62054443,2
-0.19691467,-0.9363251,1.2484283,0.68063354,1.2451782,-0.5427704,2
-0.28788757,-0.77830505,0.3338318,0.6539917,1.5136108,-0.47991943,2
-0.1418457,-0.5891571,-0.39160156,0.6635895,1.6403809,-0.43304443,2
-0.1777649,-0.38804626,-0.9614258,0.7147217,1.674469,-0.4138794,2
-0.37408447,-0.1486206,-1.5958862,0.78182983,1.6520996,-0.39257812,2
-0.5033722,0.057281494,-2.5009003,0.83296204,1.5445099,-0.38511658,2
-0.6087189,0.27514648,-3.6908112,0.85214233,1.3793945,-0.40748596,2
-1.0779877,0.105163574,-5.081848,0.8073883,1.006546,-0.4373169,2
-1.1330414,0.0022125244,-5.136917,0.70726013,0.6912384,-0.45436096,2
-1.4610596,-0.36889648,-5.3045044,0.5538635,0.46220398,-0.45755005,2
-1.4706268,-0.60113525,-5.2973175,0.41963196,0.3471527,-0.4500885,2
-1.5711823,-0.8022461,-4.9956512,0.17250061,0.24275208,-0.41600037,2
-1.3988037,-1.1422119,-4.0475464,-0.008590698,0.21398926,-0.37765503,2
-1.5592194,-1.367279,-3.405899,-0.15240479,0.28749084,-0.3201294,2
-1.9231262,-1.7575226,-2.5248413,-0.24934387,0.43023682,-0.22532654,2
-2.2678986,-2.0017395,-1.852066,-0.27064514,0.55274963,-0.099624634,2
-2.5767517,-2.0520172,-1.8353119,-0.20993042,0.5932312,0.07295227,2
-2.4426727,-1.8652649,-2.3596344,-0.098083496,0.5218506,0.23806763,2
-1.8201904,-1.5420532,-3.1305695,-0.021377563,0.39614868,0.34246826,2
-1.1857147,-1.1541901,-3.891922,-0.0096588135,0.21505737,0.37228394,2
-0.5440674,-1.0177155,-4.274994,-0.07783508,-0.06404114,0.3531189,2
-0.32141113,-1.051239,-3.970932,-0.18009949,-0.37083435,0.32754517,2
0.13108826,-1.0081482,-2.9964905,-0.3111267,-0.6755066,0.31796265,2
0.8110504,-0.68014526,-1.026062,-0.44322205,-0.89920044,0.28919983,2
1.1366577,-0.20368958,1.0664673,-0.54122925,-0.8842926,0.23913574,2
1.0001831,0.25839233,3.0297089,-0.64030457,-0.6904144,0.19544983,2
0.6841583,0.32781982,5.1509705,-0.78837585,-0.41557312,0.19332886,2
0.28910828,0.581604,8.076691,-0.96414185,-0.114105225,0.25190735,2
-0.71406555,1.2424011,12.070221,-1.1132812,0.45794678,0.4777527,2
-1.2527618,2.4466858,15.74292,-1.2006226,0.9639435,0.7238312,2
-2.0667877,5.1377716,19.621521,-1.2283325,1.2323914,0.9049225,2
-1.6789246,8.8966675,22.20726,-1.2421722,1.1929779,1.0593872,2
0.004196167,11.597321,22.094742,-1.3764038,0.7242584,0.94859314,2
3.3488922,11.02272,21.929535,-1.8621521,-0.5764313,0.53634644,2
4.6250153,7.156082,26.207977,-2.686676,-2.6046906,-0.04423523,2
3.8564758,1.4291534,38.442352,-2.8869476,-3.4600983,-0.14329529,2
2.482193,-3.1126404,51.454834,-2.3095703,-3.388733,0.07507324,2
2.2667236,-3.7997894,58.00058,-0.60194397,-1.9644775,0.5853424,2
4.6657104,-0.5292969,55.400482,0.59220886,-1.1378326,0.77389526,2
6.320099,2.6118927,46.249832,1.770401,-0.23873901,0.67056274,2
6.1237793,4.4530334,34.333893,1.8886414,0.8158722,0.36695862,2
5.2953796,6.1217957,25.300568,1.2388306,1.4944458,0.18800354,2
4.4837494,7.084259,21.582382,0.08514404,2.3285522,-0.04423523,2
3.8277435,6.5575256,20.440338,-0.9790497,2.7599792,-0.48417664,2
1.4431152,4.4290924,20.155426,-1.2464294,2.4265442,-0.7622223,2
-0.79307556,1.9391174,20.84018,-1.0259247,1.1642151,-1.0679474,2
-2.4594421,-0.7471771,21.488998,-0.40701294,0.019058228,-1.1318665,2
-3.5033112,-2.6338043,21.084381,0.34294128,-0.7841644,-1.0178833,2
-3.5559845,-3.493332,19.3414,1.0119324,-1.0579376,-0.7749939,2
-3.108261,-3.5747223,16.45639,1.530716,-0.8512726,-0.4895172,2
-2.131424,-3.2898254,12.709473,1.8950348,-0.34953308,-0.26687622,2
-1.2312164,-2.988144,8.287369,2.1197968,0.17245483,-0.1486206,2
-0.62786865,-2.3680573,3.678543,2.2146149,0.58044434,-0.10069275,2
-0.625473,-1.5444489,-0.3748474,2.1890411,0.85528564,-0.07192993,2
-0.81222534,-0.88604736,-3.4346313,2.0558777,1.0235901,-0.043167114,2
-0.8361664,-0.29945374,-5.5822296,1.8865051,1.0619507,-0.023986816,2
-0.7523651,0.124313354,-6.9062347,1.7224579,0.96713257,-0.0048217773,2
-0.7787018,0.636673,-7.2701416,1.5818481,0.7988281,0.0068969727,2
-0.11550903,0.5097809,-7.9860077,1.4486847,0.575119,-0.033584595,2
0.056869507,0.35176086,-8.275711,1.2665253,0.33650208,-0.103881836,2
-0.16099548,0.19134521,-8.328384,1.0193787,0.20866394,-0.15289307,2
-0.50097656,-0.28030396,-7.8734894,0.7030029,0.16285706,-0.17526245,2
-0.64224243,-0.5269165,-7.250992,0.3514557,0.18310547,-0.16886902,2
-0.50097656,-0.6657715,-6.4992065,0.004180908,0.2960205,-0.16033936,2
-0.043685913,-0.7759094,-5.191986,-0.2983551,0.49415588,-0.15927124,2
0.21728516,-0.76153564,-4.342041,-0.54016113,0.7498169,-0.16993713,2
0.27952576,-0.88842773,-3.5567474,-0.7297821,0.9980316,-0.20828247,2
-0.050872803,-1.2332001,-3.2167664,-0.86720276,1.2227936,-0.24555969,2
-0.7188568,-1.4606476,-3.1018372,-0.96520996,1.3730011,-0.25515747,2
-1.4538727,-1.6928864,-3.1305695,-1.0493622,1.4081573,-0.21574402,2
-1.8393402,-1.9251251,-3.0826874,-1.1143494,1.2696686,-0.13264465,2
-2.0763702,-1.9203339,-2.8815765,-1.1377716,0.9479675,-0.030380249,2
-2.071579,-1.6042938,-1.9598083,-1.0813141,0.4675293,0.07827759,2
-1.6909027,-1.2762909,-0.95184326,-0.9385681,-0.10771179,0.1816101,2
-1.0899506,-0.9506836,0.17103577,-0.7340393,-0.6595154,0.24765015,2
-0.39562988,-0.50775146,1.006607,-0.503952,-1.1612549,0.28173828,2
0.071243286,-0.18933105,1.8709106,-0.31007385,-1.577774,0.27534485,2
0.23883057,0.2679596,2.761551,-0.17158508,-1.783371,0.26576233,2
0.3321991,0.5672455,3.3672943,-0.12364197,-1.7567444,0.27001953,2
0.6434479,0.933548,3.690506,-0.18437195,-1.6203918,0.2828064,2
1.0361023,1.115509,4.765503,-0.35481262,-1.3615265,0.29238892,2
0.79907227,1.0436859,6.9011383,-0.599823,-0.84913635,0.33287048,2
0.3489685,1.1514282,9.716721,-0.69355774,-0.43901062,0.4053192,2
-0.0796051,1.3716888,12.357513,-0.7351074,0.16285706,0.54911804,2
-0.5680084,2.2910614,14.327942,-0.7297821,0.70295715,0.7153015,2
-1.3628845,4.273468,15.596878,-0.7702637,1.0683441,0.82502747,2
-2.1601562,7.0651093,16.549759,-0.90448,1.1407776,0.85272217,2
-2.5623932,9.428177,16.700607,-1.2368469,0.3748474,0.672699,2
-2.3780365,9.294113,17.279999,-1.6778717,-1.2805634,0.4053192,2
-1.9566498,5.8847656,19.91362,-2.0443115,-2.9967194,0.24765015,2
-1.348526,-3.8404846,37.53015,-2.0624237,-5.7376404,0.56404114,2
1.0384979,-5.6026154,49.807617,-0.982254,-6.5035553,1.1169128,2
5.2044067,-4.4533997,56.24803,0.66571045,-5.575714,1.5249023,2
10.387848,1.1346588,46.78853,1.6351013,-3.9394684,1.6697845,2
13.663116,5.207199,38.40883,1.3858337,-1.6629944,1.4780273,2
14.386169,6.823288,33.895752,0.43029785,0.88723755,1.0657806,2
13.186676,7.2087555,29.291702,-0.6530762,2.9410706,0.60131836,2
10.220261,6.3324738,26.624573,-1.4914398,3.9083252,0.1816101,2
7.091034,4.63739,25.975739,-1.7833252,3.7858276,-0.17526245,2
4.1868744,2.8130035,24.953415,-1.5883789,2.9932709,-0.44903564,2
2.3457336,1.7140656,23.006927,-1.1420441,1.9706116,-0.6599579,2
0.9068146,0.67259216,19.947144,-0.71487427,1.0022888,-0.7686157,2
-0.16818237,-0.34973145,16.588074,-0.43363953,0.28323364,-0.75476074,2
-0.59913635,-1.0871582,15.40773,-0.20141602,-0.03527832,-0.6588898,2
-0.7308197,-1.5923309,14.768478,0.10858154,0.008392334,-0.50761414,2
-0.25198364,-2.1549683,12.529907,0.50379944,0.30560303,-0.3403778,2
0.054473877,-2.277069,9.611374,0.90859985,0.70295715,-0.21679688,2
-0.0796051,-2.2818604,6.1349945,1.2718506,1.0427704,-0.12731934,2
-0.5033722,-2.0975037,2.4598846,1.5850372,1.2185364,-0.043167114,2
-1.166565,-1.6354218,-0.9542389,1.8417664,1.1375732,0.03993225,2
-1.5927277,-1.1278534,-4.0212097,2.0196686,0.8680725,0.14006042,2
-2.0093231,-0.73999023,-6.2813416,2.0984955,0.4355774,0.25190735,2
-2.0548096,-0.17256165,-7.7753296,2.0729218,-0.057647705,0.3808136,2
-2.0548096,-0.17256165,-7.7753296,2.0729218,-0.057647705,0.3808136,2
-1.458664,0.70370483,-8.373871,1.7437592,-0.72875977,0.5832062,2
-0.7810974,1.2208557,-8.574982,1.5402985,-0.80758667,0.6172943,2
0.9666748,2.1234741,-8.879044,1.0737152,-0.8065338,0.532074,2
2.0129395,2.3628845,-8.733002,0.6220398,-0.7905426,0.32647705,2
2.6066895,2.4011993,-8.050659,0.1288147,-0.7106476,0.058029175,2
2.6114807,2.0660095,-7.057068,-0.3846283,-0.5529938,-0.23065186,2
2.020111,1.1825562,-5.7402496,-0.8512268,-0.3356781,-0.49163818,2
1.2444,-0.014556885,-4.119385,-1.3018341,-0.06510925,-0.69937134,2
0.29389954,-1.2164459,-1.9909363,-1.4722748,0.07763672,-0.756897,2
-0.8672943,-1.9035797,0.4918518,-1.4573517,0.26939392,-0.7334595,2
-1.4107819,-2.308197,1.1071625,-1.4126129,0.30455017,-0.7025604,2
-2.155365,-3.067154,2.4000397,-0.81500244,0.4728546,-0.30308533,2
-1.9494629,-2.5117035,2.184555,-0.43577576,0.45048523,-0.06021118,2
-1.4347229,-1.9586487,1.5548859,-0.16625977,0.3737793,0.10810852,2
-0.4961853,-1.0464478,0.45355225,0.18101501,0.15966797,0.28173828,2
0.42318726,-0.19412231,-0.37005615,0.31311035,-0.027816772,0.30838013,2
1.2132721,0.69892883,-1.0931091,0.33973694,-0.15777588,0.26683044,2
1.7830963,1.4123993,-1.7754517,0.24707031,-0.36976624,0.10916138,2
1.9411011,1.8744812,-2.0795135,0.05531311,-0.541275,-0.0463562,2
1.620285,1.8289795,-1.6581421,-0.2046051,-0.7063904,-0.17738342,2
0.873291,1.467453,-0.37963867,-0.48156738,-0.72875977,-0.23171997,2
0.61231995,0.91918945,1.7248688,-0.7201996,-0.6882782,-0.21679688,2
0.7463989,0.6199188,3.690506,-0.8746643,-0.64567566,-0.17845154,2
1.110321,0.57681274,7.2458954,-0.8735962,-0.59028625,-0.14756775,2
1.6394348,1.2424011,10.518768,-0.7510834,-0.49121094,-0.135849,2
1.6945038,2.056427,12.28569,-0.68078613,-0.34100342,-0.1635437,2
-0.10594177,3.3971863,15.893753,-0.6775818,-0.076828,-0.16566467,2
-2.84729,4.8217316,18.278381,-0.8490906,0.24914551,0.07295227,2
-3.4745789,7.309311,19.113953,-1.2592163,0.24595642,0.31263733,2
-2.0021362,7.6636505,20.56723,-1.8834686,-0.5348816,0.39465332,2
1.3353729,3.8760223,26.411484,-2.367096,-2.0017548,0.34246826,2
4.4334717,-0.7639313,36.99385,-2.3223572,-3.4121704,0.25297546,2
7.8643646,-3.5028992,51.05739,-1.5649414,-4.0513306,0.17521667,2
8.802887,-3.9625854,56.604767,-0.2983551,-3.5900574,0.09957886,2
8.39827,-3.6345825,55.936783,0.8777008,-2.2052155,0.11982727,2
7.759018,-1.9347076,48.308853,1.3666534,-0.40705872,0.24871826,2
6.779785,0.39007568,36.495865,1.1237793,1.3133545,0.44152832,2
6.549942,1.7427979,30.100952,0.44306946,2.6065826,0.5384674,2
5.2858124,3.1122742,23.188889,-0.3111267,3.1445312,0.4862671,2
3.5955048,3.3038177,20.818634,-0.7628021,2.9080505,0.34352112,2
2.2858734,2.944687,19.176208,-0.78944397,2.120819,0.15496826,2
1.5436707,2.2024841,17.18901,-0.5082092,1.0853882,-0.050628662,2
1.0720062,1.2591705,15.060577,-0.13856506,0.115997314,-0.22958374,2
0.86372375,0.34936523,12.850723,0.16610718,-0.49227905,-0.34249878,2
0.94033813,-0.32341003,11.430969,0.3525238,-0.684021,-0.39790344,2
0.7799225,-1.1254578,9.822052,0.5059204,-0.5306244,-0.40748596,2
-0.0077667236,-2.040039,7.2339325,0.66677856,-0.18974304,-0.3638153,2
-0.7858887,-2.787033,4.899582,0.8212433,0.15753174,-0.24983215,2
-1.6861115,-2.9426575,2.998581,1.0470734,0.51013184,-0.011199951,2
-2.361267,-2.6888733,1.1526489,1.2079315,0.7125397,0.1816101,2
-2.6198425,-2.0544128,-0.942276,1.440155,0.88830566,0.4553833,2
-2.3660583,-0.98898315,-3.1473389,1.6468201,0.9181366,0.7121124,2
-1.7387848,0.24401855,-5.136917,1.7789154,0.78604126,0.89001465,2
-0.7691345,1.3764801,-6.733841,1.8236542,0.48350525,0.9560547,2
-0.38606262,1.86969,-7.626877,1.7746582,0.047821045,0.9390106,2
1.0504608,2.4850006,-8.345139,1.6361694,-0.41983032,0.80158997,2
2.7120361,2.8776398,-7.559845,1.4337769,-0.87150574,0.5150299,2
2.6066895,3.1290436,-7.6125183,1.151474,-1.3562012,0.1304779,2
2.240387,2.609497,-6.922989,0.73176575,-1.8227844,-0.18270874,2
2.1661682,1.4890137,-5.2015533,0.12136841,-2.1455688,-0.4607544,2
1.8118134,0.114730835,-2.9318542,-0.2322998,-2.1242676,-0.5726013,2
1.3401642,-1.288269,-0.650177,-0.74150085,-1.7855072,-0.63012695,2
0.7224579,-2.2675018,1.9571075,-0.94177246,-1.4542084,-0.60136414,2
-0.036499023,-2.909134,4.224411,-1.0557556,-0.7809601,-0.48524475,2
-0.6613922,-3.2658691,5.8596497,-0.99609375,-0.36976624,-0.37019348,2
-0.8960266,-3.2658691,6.7431183,-0.7841034,0.15966797,-0.1869812,2
-0.8002472,-2.770279,6.515671,-0.37078857,0.68803406,0.030334473,2
-0.40760803,-2.0256805,5.488556,-0.0054016113,0.9223938,0.12940979,2
0.07841492,-1.2427826,3.8868256,0.3248291,1.0385132,0.16456604,2
0.32263184,-0.6083069,1.7919006,0.546402,1.0353088,0.14431763,2
0.5069885,0.038116455,-0.4227295,0.6465454,0.9042816,0.08786011,2
0.44233704,0.41401672,-1.4115295,0.6742401,0.717865,0.050582886,2
0.31784058,0.715683,-2.3428802,0.63482666,0.31092834,0.0026397705,2
0.48542786,1.0724182,-3.0515594,0.5282898,-0.03527832,-0.028244019,2
0.7918854,1.4698486,-3.504074,0.370636,-0.252594,-0.0697937,2
1.0384979,1.8409576,-3.3843536,-0.05227661,-0.43049622,-0.1486206,2
1.3497467,2.3820496,-2.5679321,-0.4560089,-0.4336853,-0.2104187,2
2.2499542,3.4187317,0.54452515,-0.7777252,-0.30265808,-0.28604126,2
2.8389282,3.691681,0.93717957,-1.2080841,-0.37190247,-0.3946991,2
2.2667236,3.4331055,3.793457,-1.6981049,-0.32395935,-0.4373169,2
0.7296448,3.2870483,11.665588,-2.0688171,-0.1322174,-0.36061096,2
-0.54885864,3.399582,17.4021,-2.1870575,0.01373291,-0.08683777,2
-1.8776398,4.4171143,24.232758,-2.0528412,0.082962036,0.41064453,2
1.5029755,5.5639343,25.322128,-2.0549774,-0.012908936,0.7515259,2
5.968155,4.6996307,25.796173,-2.4150238,-0.44114685,0.68014526,2
11.460449,0.28233337,33.067368,-2.815567,-1.049408,0.26257324,2
10.675156,-3.3903809,45.004852,-2.530075,-1.6587372,-0.20082092,2
8.45813,-5.703171,53.87776,-1.1889038,-2.0102844,-0.4415741,2
6.4972687,-6.158066,53.0374,0.58795166,-2.0251923,-0.4223938,2
5.292984,-4.711975,44.684036,1.7533569,-1.7684631,-0.21147156,2
5.6425476,-2.3034058,36.924423,1.9525604,-1.115448,0.08786011,2
6.3703766,-0.38804626,31.281296,1.4497528,0.0020141602,0.32221985,2
6.5786743,2.214447,24.441055,0.56025696,1.1248016,0.43727112,2
6.320099,3.1242523,21.603928,-0.37930298,1.9524994,0.4053192,2
5.7239532,3.0548096,19.999817,-0.6562805,1.9652863,0.28494263,2
4.7255707,2.5280914,18.084442,-0.6978302,1.5327911,0.062301636,2
4.1916504,2.1234741,17.270416,-0.6307068,1.1983032,-0.049560547,2
2.554016,0.80426025,15.764465,-0.14175415,0.11705017,-0.3638153,2
1.3473511,-0.32341003,14.620041,0.13734436,-0.15245056,-0.4138794,2
-0.022140503,-1.3648834,12.369492,0.5144501,-0.33355713,-0.37339783,2
-0.78349304,-1.834137,9.65686,0.8276367,-0.40066528,-0.21679688,2
-0.61351013,-1.7623138,7.2770233,1.0343018,-0.38894653,-0.016540527,2
0.035324097,-1.1517944,5.129425,1.1525421,-0.23661804,0.16563416,2
0.8421631,-0.23721313,2.567627,1.1642609,0.055267334,0.29559326,2
1.7998505,0.6103363,0.044143677,1.0683899,0.3460846,0.3296814,2
2.4606476,1.4123993,-1.9885406,0.9107208,0.5516815,0.28173828,2
2.8197784,1.8840485,-3.2335205,0.7296295,0.6752472,0.15284729,2
2.8006287,1.8289795,-3.7075806,0.5336151,0.7082825,-0.07299805,2
2.4414978,1.6877289,-3.7315216,0.4494629,0.6262512,-0.23597717,2
1.7950592,1.4602814,-3.437027,0.42497253,0.5644684,-0.3020172,2
0.9977875,0.91918945,-2.496109,0.46011353,0.34822083,-0.45648193,2
0.41600037,0.38768005,-1.7850342,0.5251007,0.27044678,-0.50549316,2
-0.2567749,-0.25157166,-1.615036,0.61990356,0.17778015,-0.53637695,2
-0.81941223,-0.8213959,-1.4785767,0.65293884,0.16073608,-0.5108185,2
-1.1737518,-1.1685486,-1.4474487,0.6486664,0.17778015,-0.4660797,2
