AX,AY,AZ,GX,GY,GZ,Output
0.34417725,1.2136688,11.083801,-0.17021179,-0.46881104,0.29789734,1
0.7751312,0.95988464,12.422165,-0.27140808,-0.48797607,0.4736786,1
1.5197296,1.1514282,13.159576,-0.32681274,-0.35057068,0.5631561,1
2.3265686,1.4411316,13.837128,-0.34490967,-0.20355225,0.59617615,1
3.0184937,1.680542,14.110077,-0.301239,-0.053359985,0.56848145,1
3.6984558,1.9774323,14.112473,-0.22880554,0.11495972,0.4736786,1
3.9546356,2.4658356,13.66954,-0.15209961,0.29286194,0.31388855,1
3.5883179,2.827362,12.766922,-0.10417175,0.43666077,0.13066101,1
2.8724518,2.8441315,11.617706,-0.12440491,0.60284424,-0.017410278,1
2.1398315,2.8441315,10.76059,-0.21388245,0.78926086,-0.10902405,1
1.3353729,2.8489075,10.171616,-0.3246765,0.94799805,-0.1399231,1
0.7727356,2.8872223,9.776566,-0.40882874,1.026825,-0.116485596,1
0.8948364,3.1362152,9.142105,-0.45463562,0.9543915,-0.08239746,1
1.888443,3.1840973,8.531586,-0.51322937,0.70617676,-0.11009216,1
2.6665497,3.17453,8.759033,-0.5952606,0.33013916,-0.24964905,1
2.6066895,3.064392,9.757416,-0.6495819,-0.06719971,-0.4424591,1
2.2786865,2.6837158,11.114929,-0.65065,-0.37719727,-0.5979767,1
1.6585846,1.7715302,12.221054,-0.60591125,-0.48371887,-0.664032,1
1.2084808,1.0173492,13.296051,-0.49725342,-0.3835907,-0.6374054,1
0.73921204,0.6965332,13.887421,-0.29058838,-0.15774536,-0.5425873,1
0.3896637,0.76356506,13.092545,-0.009353638,0.056365967,-0.4040985,1
0.29629517,1.1969147,10.892273,0.22605896,0.13093567,-0.25709534,1
0.64105225,1.7308197,8.5746765,0.29318237,0.00630188,-0.14099121,1
1.4814148,2.451477,7.2267456,0.21435547,-0.24935913,-0.090911865,1
2.458252,3.150589,6.7886047,0.008758545,-0.60409546,-0.17933655,1
2.8556976,3.308609,7.272232,-0.12973022,-0.80223083,-0.27627563,1
2.7934418,2.9494781,8.13176,-0.28100586,-0.99824524,-0.3987732,1
2.5229034,2.245575,8.854797,-0.37794495,-1.0802765,-0.47761536,1
1.8309784,1.4914093,9.783752,-0.43226624,-1.0301971,-0.48187256,1
1.3641052,0.89764404,10.906631,-0.3939209,-0.82141113,-0.40304565,1
0.9714508,0.5097809,11.478851,-0.21920776,-0.3921051,-0.25923157,1
0.8708954,0.58399963,11.148453,-0.06687927,-0.11514282,-0.1676178,1
0.88526917,1.1394501,9.625732,0.18984985,0.25982666,-0.060028076,1
1.1773529,1.6039276,8.392715,0.303833,0.38552856,-0.039779663,1
1.4431152,2.1689606,6.9729614,0.39331055,0.46862793,-0.081329346,1
1.2898865,2.5903473,5.5699615,0.40716553,0.46862793,-0.17080688,1
1.031311,2.7699127,4.643402,0.3357849,0.3599701,-0.29864502,1
0.7607727,2.7028656,4.6649475,0.27825928,0.27687073,-0.36149597,1
0.88287354,2.1330414,4.9761963,0.20263672,0.1373291,-0.42648315,1
0.0927887,2.1929016,5.3137817,0.17492676,0.06594849,-0.4658966,1
-0.5895691,2.3150024,4.875641,0.08119202,0.0158844,-0.3433838,1
-0.06762695,2.3605042,4.9211273,-0.009353638,-0.10235596,-0.29545593,1
0.08560181,2.3581085,6.0081024,-0.15956116,-0.2429657,-0.26348877,1
0.3824768,2.4969635,7.006485,-0.22348022,-0.29197693,-0.24005127,1
0.6027527,2.5831604,7.971344,-0.24691772,-0.3324585,-0.23365784,1
0.9882202,2.688507,8.952957,-0.23945618,-0.36228943,-0.2507019,1
1.0839844,2.9015808,9.857971,-0.21176147,-0.39530945,-0.28799438,1
0.8421631,2.930313,10.547501,-0.18299866,-0.42514038,-0.3210144,1
0.49261475,2.8393402,10.973663,-0.18193054,-0.42193604,-0.30290222,1
0.44952393,2.7818756,11.426178,-0.20536804,-0.38891602,-0.265625,1
0.48065186,2.6932983,12.951279,-0.22027588,-0.29943848,-0.17080688,1
0.62908936,2.7076569,13.885025,-0.1510315,-0.19717407,-0.08026123,1
0.86372375,2.7124481,14.622437,-0.03918457,-0.12686157,0.0049591064,1
1.0887756,2.846527,15.050995,0.09503174,-0.055480957,0.082717896,1
1.3760834,2.9255219,15.118027,0.23139954,-0.0022277832,0.14982605,1
1.7232361,3.0979156,15.084518,0.3634796,0.046783447,0.18605042,1
1.83815,3.4761963,14.924103,0.4806671,0.12561035,0.20523071,1
1.754364,3.8951874,14.318375,0.5488434,0.29286194,0.22332764,1
1.541275,4.32135,12.675949,0.479599,0.5932617,0.24464417,1
1.0528564,4.563156,11.988815,0.36135864,0.7913971,0.26594543,1
0.78471375,4.8456726,11.047897,0.17066956,1.0342865,0.3096161,1
0.7511902,4.9007416,10.1045685,-0.009353638,1.0673065,0.34797668,1
0.67936707,4.6038666,9.697556,-0.1712799,0.83506775,0.36502075,1
0.6338806,4.074753,10.1835785,-0.26182556,0.44625854,0.37246704,1
0.5859833,3.5360565,11.49321,-0.22666931,0.021209717,0.3841858,1
0.50219727,3.0069275,13.001556,-0.0413208,-0.27172852,0.42359924,1
0.49261475,2.2551575,13.645599,0.32087708,-0.35057068,0.48858643,1
0.5237427,2.0779877,13.339142,0.5499115,-0.2674713,0.5194855,1
0.44473267,2.0971375,12.154007,0.8108978,-0.06719971,0.54930115,1
0.32502747,2.3509216,10.102188,0.9589691,0.10430908,0.5663452,1
0.20770264,2.7507477,8.0407715,0.95043945,0.16609192,0.54930115,1
0.15023804,2.9638367,6.5755157,0.8652191,0.14051819,0.52160645,1
0.1837616,3.047638,5.383209,0.622345,0.054229736,0.43852234,1
0.19334412,3.102707,4.9019775,0.44337463,-0.004348755,0.36502075,1
0.33459473,3.0811462,4.7439575,0.18025208,-0.08531189,0.2403717,1
0.15023804,2.7220154,5.0121,-0.14677429,-0.17160034,0.07846069,1
-0.10354614,1.9463043,6.084717,-0.36515808,-0.22912598,-0.029129028,1
-0.30465698,1.3980255,7.1405487,-0.46528625,-0.24723816,-0.090911865,1
-0.8170166,0.52653503,8.488495,-0.50897217,-0.16201782,-0.11541748,1
-1.0899506,0.030944824,9.106186,-0.45570374,-0.01499939,-0.08558655,1
-1.324585,-0.19172668,9.04155,-0.37261963,0.20336914,-0.016357422,1
-1.3437347,-0.088775635,8.43103,-0.30763245,0.38233948,0.055023193,1
-0.9367218,0.31585693,7.6409454,-0.22348022,0.6092377,0.15942383,1
-0.47943115,0.7563782,6.944229,-0.19578552,0.6859436,0.20202637,1
0.2699585,1.6374512,5.869232,-0.1979065,0.6997833,0.20202637,1
0.5740204,2.1617737,5.4191284,-0.2447815,0.6252136,0.1530304,1
0.72724915,2.5233002,5.2706757,-0.30337524,0.49206543,0.08911133,1
0.7727356,2.6430206,5.5627747,-0.35557556,0.34931946,0.040115356,1
0.6338806,2.6621704,6.0918884,-0.39604187,0.1884613,0.010284424,1
0.69132996,2.6310425,7.0687256,-0.39178467,0.026535034,0.0038909912,1
0.8708954,2.5448456,8.098236,-0.3427887,-0.1375122,0.016677856,1
1.0887756,2.5520325,9.063095,-0.26075745,-0.26107788,0.03904724,1
1.3904419,2.62146,9.757416,-0.174469,-0.32392883,0.057159424,1
1.6418304,2.731598,10.118942,-0.11907959,-0.3335266,0.06781006,1
1.99617,2.9997559,10.516373,-0.10949707,-0.33032227,0.061416626,1
2.2332,3.1529846,11.04071,-0.110565186,-0.30049133,0.03479004,1
2.4989624,3.3493042,11.854736,-0.09989929,-0.19717407,-0.04724121,1
2.161377,3.2631073,12.098938,-0.09777832,-0.06933594,-0.12287903,1
1.6873169,3.0835419,11.981628,-0.11907959,0.07022095,-0.15483093,1
1.3066406,2.7986298,11.629684,-0.1947174,0.17353821,-0.14738464,1
1.0025787,2.5496368,11.715866,-0.31082153,0.21722412,-0.116485596,1
0.8948364,2.293457,12.22345,-0.41203308,0.23320007,-0.05895996,1
1.08638,2.130661,12.663971,-0.47807312,0.20550537,-0.007827759,1
1.3138275,2.0779877,13.142822,-0.49404907,0.1330719,0.010284424,1
1.4574738,1.9367218,14.059799,-0.44717407,0.05104065,0.0017547607,1
1.4263611,1.6278687,14.524277,-0.3193512,-0.0064849854,-0.012084961,1
1.1199036,1.4770355,14.383011,-0.1510315,-0.04270935,-0.012084961,1
1.0097656,1.6111145,13.911362,0.011947632,-0.072525024,-0.007827759,1
0.8613281,2.1091003,13.008743,0.14830017,-0.08531189,0.0038909912,1
0.8158264,2.269516,11.814041,0.21221924,-0.13111877,0.0017547607,1
0.77752686,2.5807648,10.176407,0.1823883,-0.26000977,-0.0035705566,1
0.87568665,2.827362,8.842834,0.09716797,-0.34629822,-0.022735596,1
1.1055298,2.4850006,7.916275,-0.10203552,-0.52633667,-0.069610596,1
1.0887756,1.9917908,8.162872,-0.35343933,-0.7606964,-0.10157776,1
1.0384979,1.565628,9.644882,-0.5611572,-0.960968,-0.12181091,1
1.2180634,1.1083374,11.8906555,-0.6240082,-1.0664215,-0.11009216,1
1.2898865,0.7803192,13.568985,-0.4727478,-0.99505615,-0.06642151,1
1.4167786,0.6510315,14.6822815,-0.28633118,-0.84591675,-0.029129028,1
1.8309784,0.8521576,14.301605,0.1035614,-0.5103607,0.028396606,1
2.0296936,1.2041016,12.929733,0.31129456,-0.32392883,0.04437256,1
2.2738953,1.7499695,10.557083,0.47320557,-0.18650818,0.028396606,1
2.3481293,1.9031982,9.982468,0.4572296,-0.16946411,-0.044052124,1
2.798233,2.5711823,6.9466248,0.32406616,-0.22592163,-0.11967468,1
2.7599182,2.669342,6.604248,0.20050049,-0.27172852,-0.18252563,1
2.4510803,2.3628845,6.762268,0.0034179688,-0.28771973,-0.25497437,1
2.2930603,1.9893951,6.9825287,-0.08605957,-0.26107788,-0.26774597,1
1.9626617,1.8409576,7.1166077,-0.17340088,-0.15988159,-0.2507019,1
1.9051971,1.6422424,7.0998535,-0.20536804,-0.029922485,-0.20703125,1
1.9842072,1.7763062,6.9250793,-0.21388245,0.09791565,-0.17294312,1
2.0129395,1.7930756,6.817337,-0.19683838,0.21296692,-0.15908813,1
2.0464478,2.0253143,6.319336,-0.1712799,0.32907104,-0.16654968,1
1.8525238,2.1186829,5.804596,-0.16807556,0.38127136,-0.171875,1
1.620285,2.2407837,5.5579834,-0.18086243,0.40577698,-0.1953125,1
1.4455109,2.317398,5.1988525,-0.20111084,0.39938354,-0.20384216,1
1.0672302,2.379654,5.067169,-0.23731995,0.29605103,-0.21661377,1
0.72724915,2.348526,5.1701202,-0.2490387,0.19485474,-0.2144928,1
0.3777008,2.166565,5.5412292,-0.2532959,-0.020339966,-0.18252563,1
0.19813538,1.9558716,6.0607605,-0.22987366,-0.215271,-0.1207428,1
0.19813538,1.9391174,6.6880493,-0.18511963,-0.41767883,-0.04937744,1
0.31304932,1.9822083,7.4517975,-0.11907959,-0.6126251,0.020935059,1
0.52853394,2.056427,8.280197,-0.03918457,-0.75323486,0.07632446,1
0.65063477,2.1929016,8.780579,0.039642334,-0.83099365,0.11894226,1
0.8373871,2.2910614,9.168442,0.08226013,-0.8139496,0.15942383,1
1.1988983,2.54245,9.415039,0.065216064,-0.7095642,0.18391418,1
1.6562042,2.944687,9.592209,0.0034179688,-0.5966339,0.18179321,1
2.0129395,3.1290436,10.008804,-0.08392334,-0.5465698,0.1487732,1
2.1565857,3.0979156,11.330399,-0.16807556,-0.52845764,0.092300415,1
2.015335,2.7938538,12.731018,-0.18725586,-0.46028137,0.06034851,1
1.8597107,2.3628845,13.949661,-0.13612366,-0.34417725,0.07525635,1
1.5747986,2.1091003,14.622437,-0.040252686,-0.15774536,0.1295929,1
1.5556488,2.099533,14.787628,0.06201172,0.075546265,0.2084198,1
2.0105438,2.3030396,14.553009,0.16534424,0.3684845,0.28512573,1
2.6114807,2.7076569,14.035858,0.21435547,0.50590515,0.27980042,1
2.8006287,2.9901733,13.439697,0.2484436,0.6390686,0.22866821,1
2.7838593,3.2319946,12.709473,0.24098206,0.7125702,0.16900635,1
2.585144,3.229599,12.177948,0.17492676,0.6891327,0.1104126,1
2.2140503,3.0787506,11.940933,0.07266235,0.6294861,0.06567383,1
1.5676117,2.9518585,12.331177,-0.031723022,0.56129456,0.0635376,1
1.8836517,2.6573792,12.565811,-0.11268616,0.49951172,0.08592224,1
1.6298676,2.5759735,13.463638,-0.13079834,0.48353577,0.10508728,1
1.4814148,2.7268066,13.183517,-0.08605957,0.485672,0.13705444,1
1.4263611,2.652588,12.628067,-0.0690155,0.42707825,0.15409851,1
1.5053558,2.4371185,12.168381,-0.0647583,0.27368164,0.16581726,1
1.7256317,2.1761475,11.957687,-0.063690186,0.07447815,0.17326355,1
2.0727844,1.972641,12.161194,-0.03492737,-0.1055603,0.18391418,1
2.1709442,1.7212524,12.089371,0.04284668,-0.24084473,0.18818665,1
2.1350403,1.5129547,11.797272,0.13658142,-0.32606506,0.19883728,1
1.8046417,1.5297089,11.483643,0.2292633,-0.2632141,0.23825073,1
1.6250763,1.8194122,10.810867,0.31022644,-0.0544281,0.2872467,1
1.7950592,2.1617737,9.719101,0.36880493,0.19592285,0.32453918,1
2.3457336,2.688507,7.758255,0.38479614,0.40364075,0.29684448,1
2.4917755,2.851303,6.429474,0.33685303,0.4121704,0.2276001,1
2.209259,2.9231415,5.129425,0.20263672,0.2587738,0.10083008,1
1.5867615,2.9039764,4.6410065,-0.042373657,-0.08105469,-0.03126526,1
1.1845398,2.7411804,5.2706757,-0.23306274,-0.36547852,-0.10795593,1
0.9930115,2.530487,6.216385,-0.33106995,-0.54763794,-0.1356659,1
1.0001831,2.0157318,7.6265717,-0.37794495,-0.74365234,-0.14204407,1
1.0576477,1.6709747,8.54834,-0.3438568,-0.7905121,-0.12606812,1
1.3090363,1.5345001,9.168442,-0.27033997,-0.7330017,-0.11329651,1
1.4718475,1.4818268,9.348007,-0.19683838,-0.6424408,-0.11222839,1
1.7016907,1.4147949,9.252243,-0.08605957,-0.4432373,-0.13885498,1
1.6968994,1.3908386,9.094223,-0.031723022,-0.28877258,-0.15803528,1
1.359314,1.3932343,8.634537,0.03112793,-0.023529053,-0.18147278,1
1.1869354,1.5081635,8.059921,0.055618286,0.1650238,-0.19851685,1
1.0025787,1.565628,7.4685516,0.05456543,0.3376007,-0.20916748,1
0.7918854,1.5799866,7.023239,0.034317017,0.48246765,-0.20809937,1
0.48303223,1.6302643,6.549179,0.0066223145,0.58154297,-0.20384216,1
0.21488953,1.6494141,6.374405,-0.009353638,0.614563,-0.18147278,1
-0.07481384,1.6589966,6.403137,0.004486084,0.59858704,-0.1484375,1
-0.1418457,1.735611,6.240326,0.03857422,0.53041077,-0.102630615,1
-0.170578,1.9127808,6.0679474,0.07054138,0.3652954,-0.07281494,1
-0.0053710938,2.032486,6.2379456,0.08331299,0.1330719,-0.025939941,1
0.5836029,2.3030396,6.7000275,0.08119202,-0.09063721,0.0007019043,1
1.0911713,2.554428,7.1190033,0.034317017,-0.29197693,-0.013153076,1
1.5149384,2.724411,7.7917786,-0.07220459,-0.4656067,-0.04298401,1
1.8644867,2.731598,8.92424,-0.21495056,-0.62327576,-0.079193115,1
2.1733398,2.537674,10.482864,-0.33532715,-0.71595764,-0.12713623,1
1.948288,2.1043243,12.20668,-0.4216156,-0.7116852,-0.15803528,1
1.7112579,1.517746,14.105286,-0.4493103,-0.5923767,-0.12287903,1
1.6562042,1.0293274,15.728561,-0.38645935,-0.36973572,-0.046173096,1
1.6107025,0.9024353,16.509064,-0.23413086,-0.11407471,0.045440674,1
1.814209,1.0341034,15.977554,-0.07220459,0.13200378,0.12638855,1
2.1637726,1.4004211,14.763687,0.004486084,0.34931946,0.1764679,1
2.4654388,1.8505402,13.829956,-0.011489868,0.5165558,0.16368103,1
2.6066895,2.1713562,13.2074585,-0.054092407,0.6369324,0.10508728,1
2.5755768,2.1713562,12.999161,-0.06687927,0.65078735,0.084854126,1
1.9674377,2.0851593,11.7901,-0.1435852,0.6443939,-0.028060913,1
1.2060852,1.9606628,11.636871,-0.174469,0.49632263,-0.08985901,1
0.88526917,1.7763062,11.902618,-0.14465332,0.44519043,-0.09411621,1
0.55007935,1.7236328,11.976837,-0.006164551,0.30670166,-0.06642151,1
0.5165558,1.6326599,11.509964,0.12911987,0.1842041,-0.022735596,1
0.6889343,1.7930756,10.676788,0.22180176,0.054229736,0.035842896,1
1.6083069,2.130661,9.434204,0.19943237,-0.045898438,0.057159424,1
2.3409424,2.3341675,8.818893,0.10142517,-0.15774536,0.008148193,1
3.2148285,2.4850006,8.146118,-0.06687927,-0.28771973,-0.114349365,1
3.3608704,2.4442902,8.256256,-0.2181549,-0.36654663,-0.23260498,1
3.011322,2.032486,8.986481,-0.4248047,-0.42300415,-0.42967224,1
2.554016,1.656601,9.458145,-0.50683594,-0.44111633,-0.5148926,1
1.8213959,1.0700226,10.439758,-0.53559875,-0.4815979,-0.55856323,1
1.7926636,0.84017944,11.033524,-0.4812622,-0.4901123,-0.54151917,1
1.91716,0.5720215,11.7326355,-0.28952026,-0.4890442,-0.50424194,1
2.0177155,0.49780273,11.847549,-0.13079834,-0.48265076,-0.47229004,1
2.2068634,0.42118835,10.954514,0.112075806,-0.47732544,-0.40090942,1
2.513321,0.61273193,9.889099,0.20689392,-0.5146179,-0.3625641,1
2.7623138,0.8569336,8.969727,0.18664551,-0.5455017,-0.3391266,1
2.9179382,1.036499,8.612991,0.112075806,-0.53378296,-0.33059692,1
3.2698822,1.1921234,8.541168,-0.07752991,-0.39849854,-0.33805847,1
3.3297424,1.1993103,8.522003,-0.23413086,-0.21954346,-0.34977722,1
3.1070862,1.1274872,8.723114,-0.35343933,-0.001159668,-0.3529663,1
2.8317566,1.1777649,8.955353,-0.40457153,0.22680664,-0.34552002,1
2.4774017,1.2041016,8.905075,-0.38113403,0.44625854,-0.32421875,1
2.1757355,1.3645172,8.4956665,-0.33639526,0.5953827,-0.30290222,1
1.9650574,1.5991364,7.734314,-0.25756836,0.77542114,-0.27946472,1
1.6705627,1.7906799,6.793396,-0.22241211,0.8446655,-0.2741394,1
1.2587585,1.8457489,5.8788147,-0.23413086,0.85850525,-0.2741394,1
0.8996277,1.9487,5.5268555,-0.27033997,0.82229614,-0.26348877,1
0.6242981,2.0300903,5.2658997,-0.31188965,0.7370758,-0.25602722,1
0.35136414,1.9319305,5.5101013,-0.3438568,0.5836792,-0.24964905,1
0.2819214,1.7691345,6.029648,-0.33746338,0.3961792,-0.23686218,1
0.29389954,1.6470184,7.073517,-0.27568054,0.20657349,-0.22514343,1
0.21009827,1.6302643,7.940216,-0.15956116,0.028671265,-0.21875,1
0.004196167,1.5345001,8.354416,-0.016815186,-0.15136719,-0.1953125,1
-0.40042114,1.2855072,8.811707,0.14404297,-0.3335266,-0.11541748,1
-0.43634033,1.2879028,8.7877655,0.20263672,-0.40382385,-0.05256653,1
-0.170578,1.4147949,8.809311,0.22605896,-0.4656067,0.03265381,1
0.20770264,1.6470184,9.0846405,0.20263672,-0.48265076,0.09017944,1
0.7727356,1.8218079,9.398285,0.14616394,-0.45176697,0.10934448,1
1.0049744,1.8265839,10.379913,0.1035614,-0.42407227,0.09336853,1
1.0193329,1.7571564,11.3615265,0.1078186,-0.35162354,0.08378601,1
1.0169525,1.7427979,11.814041,0.13658142,-0.2589569,0.10296631,1
1.2874908,1.8026428,11.837982,0.16001892,-0.16520691,0.14343262,1
1.6011353,1.9247589,11.754181,0.13871765,-0.12472534,0.16474915,1
2.264328,2.1138916,11.423782,0.057754517,-0.088516235,0.17219543,1
2.743164,2.1761475,11.342377,-0.0413208,-0.098098755,0.15835571,1
3.0256805,2.293457,11.545883,-0.1947174,-0.12579346,0.11468506,1
3.0544128,2.142624,12.297668,-0.348114,-0.13537598,0.070999146,1
2.9394836,1.9439087,13.396606,-0.43547058,-0.08744812,0.06248474,1
2.604309,1.7619476,14.485962,-0.43759155,0.00630188,0.09976196,1
2.5444489,1.680542,15.144363,-0.37794495,0.10110474,0.1487732,1
2.513321,1.8960266,15.419708,-0.17660522,0.26942444,0.20628357,1
